Task_ID_Dec,Task_ID_Hex,Tên_Nhiệm_Vụ,Thể_Loại,Thứ_Tự_Logic,Số_Subtask,Người_Giao_Đầu_Tiên,Nguồn_File,Tóm_Tắt_Cốt_Truyện_Gốc
292,0000000000000124,Nghìn Cân Treo Sợi Tóc,Nhiệm vụ chính tuyến,linear,1,Đậu Hạo [<color=green>Môn chủ Trường Ca Môn<color>],Stories\task_publish\task\0000000000000124.xml,
293,0000000000000125,Lang Bạt Kỳ Hồ,Nhiệm vụ chính tuyến,linear,1,Bạch Thu Lâm [<color=green>Thủ Lĩnh Nghĩa Quân<color>],Stories\task_publish\task\0000000000000125.xml,
294,0000000000000126,Man Thiên Quá Hải,Nhiệm vụ chính tuyến,linear,1,Bạch Thu Lâm [<color=green>Thủ Lĩnh Nghĩa Quân<color>],Stories\task_publish\task\0000000000000126.xml,
295,0000000000000127,Tại Thủy Nhất Phương,Nhiệm vụ chính tuyến,linear,1,Bạch Thu Lâm [<color=green>Thủ Lĩnh Nghĩa Quân<color>],Stories\task_publish\task\0000000000000127.xml,
296,0000000000000128,Mưa Thuận Gió Hòa,Nhiệm vụ chính tuyến,linear,1,Chu Hy,Stories\task_publish\task\0000000000000128.xml,
297,0000000000000129,Nhiệm Trọng Đạo Viễn,Nhiệm vụ chính tuyến,linear,1,Hồ Lệ Nương,Stories\task_publish\task\0000000000000129.xml,
298,000000000000012a,Ám Lưu Dũng Động,Nhiệm vụ chính tuyến,linear,1,Bạch Thu Lâm [<color=green>Thủ Lĩnh Nghĩa Quân<color>],Stories\task_publish\task\000000000000012A.xml,
299,000000000000012b,Thập Vạn Hỏa Cấp,Nhiệm vụ chính tuyến,linear,1,Đậu Hạo [<color=green>Môn chủ Trường Ca Môn<color>],Stories\task_publish\task\000000000000012B.xml,
300,000000000000012c,Binh Nhung Tương Kiến,Nhiệm vụ chính tuyến,linear,1,Đậu Hạo [<color=green>Môn chủ Trường Ca Môn<color>],Stories\task_publish\task\000000000000012C.xml,
301,000000000000012d,Túy Tăng,Nhiệm vụ chính tuyến,linear,1,Đào Tử,Stories\task_publish\task\000000000000012D.xml,
302,000000000000012e,Luyện Võ (Trung),Nhiệm vụ chính tuyến,linear,1,Thời Tái Hưng [<color=green>Phó Tướng<color>],Stories\task_publish\task\000000000000012E.xml,
303,000000000000012f,Tiền Tiêu,Nhiệm vụ chính tuyến,linear,1,Bạch Thu Lâm [<color=green>Thủ Lĩnh Nghĩa Quân<color>],Stories\task_publish\task\000000000000012F.xml,
304,0000000000000130,Trùng Dương Cố Cư,Nhiệm vụ chính tuyến,linear,1,Long Ngũ Thái Gia [<color=green>Nguyên Lão Nghĩa Quân<color>],Stories\task_publish\task\0000000000000130.xml,
305,0000000000000131,Tiêu Diệt Hắc Phong Trại,Nhiệm vụ chính tuyến,linear,1,Vương Đại Khả [Thủ Lĩnh Nghĩa Quân],Stories\task_publish\task\0000000000000131.xml,
306,0000000000000132,Đại Vũ Đài,Nhiệm vụ chính tuyến,linear,1,Trương Xích Thành [Thủ Lĩnh Nghĩa Quân],Stories\task_publish\task\0000000000000132.xml,
307,0000000000000133,Phục Ngưu Sơn Trang,Nhiệm vụ chính tuyến,linear,1,Bạch Thu Lâm [<color=green>Thủ Lĩnh Nghĩa Quân<color>],Stories\task_publish\task\0000000000000133.xml,
308,0000000000000134,Thế Chân Vạc,Nhiệm vụ chính tuyến,linear,1,Lý Thiên Khoa [Thủ Lĩnh Nghĩa Quân],Stories\task_publish\task\0000000000000134.xml,
309,0000000000000135,Thần Thú Xi Vưu,Nhiệm vụ chính tuyến,linear,1,Long Ngũ Thái Gia [<color=green>Nguyên Lão Nghĩa Quân<color>],Stories\task_publish\task\0000000000000135.xml,
310,0000000000000136,Nội Gián,Nhiệm vụ chính tuyến,linear,1,Lý Thiên Chính [Thủ Lĩnh Nghĩa Quân],Stories\task_publish\task\0000000000000136.xml,"Tỏa Vân Uyên là một nơi bí mật đến nỗi phần lớn bá tánh không biết đến sự tồn tại của nơi này, chỉ nghĩ nơi đây nhốt trọng phạm triều đình. Nhưng gần đây xảy ra một việc làm triều đình vô cùng lo ngại..."
311,0000000000000137,Vụ Mất Tích Bí Ẩn,Nhiệm vụ chính tuyến,linear,1,Lư Khải Quang [Thủ Lĩnh Nghĩa Quân],Stories\task_publish\task\0000000000000137.xml,
312,0000000000000138,Trộm Đêm,Nhiệm vụ chính tuyến,linear,1,Bạch Thu Lâm [<color=green>Thủ Lĩnh Nghĩa Quân<color>],Stories\task_publish\task\0000000000000138.xml,
313,0000000000000139,Tuyệt Sát Chi Kiếp,Nhiệm vụ chính tuyến,linear,1,Bạch Thu Lâm [<color=green>Thủ Lĩnh Nghĩa Quân<color>],Stories\task_publish\task\0000000000000139.xml,
314,000000000000013a,Phương Thảo Mê Tung,Nhiệm vụ chính tuyến,linear,1,Bạch Thu Lâm [<color=green>Thủ Lĩnh Nghĩa Quân<color>],Stories\task_publish\task\000000000000013A.xml,
315,000000000000013b,Thâm Nhập Cổ Huyệt,Nhiệm vụ chính tuyến,linear,1,La Tuyết,Stories\task_publish\task\000000000000013B.xml,
316,000000000000013c,Cổ Thuật Thần Bí,Nhiệm vụ chính tuyến,linear,1,La Tuyết,Stories\task_publish\task\000000000000013C.xml,
317,000000000000013d,Cải Tử Hồi Sinh,Nhiệm vụ chính tuyến,linear,1,Linh Động Quỷ Mẫu,Stories\task_publish\task\000000000000013D.xml,
318,000000000000013e,Hổ Khẩu Lịch Hiểm,Nhiệm vụ chính tuyến,linear,1,La Tuyết,Stories\task_publish\task\000000000000013E.xml,
319,000000000000013f,Trừng Trị Tham Quan,Nhiệm vụ chính tuyến,linear,1,La Tuyết,Stories\task_publish\task\000000000000013F.xml,
320,0000000000000140,Phong Vũ Tiền Dạ,Nhiệm vụ chính tuyến,linear,1,Đoàn Trí Hưng,Stories\task_publish\task\0000000000000140.xml,
321,0000000000000141,Ô Man Chi Chướng,Nhiệm vụ chính tuyến,linear,1,Đoàn Trí Tường,Stories\task_publish\task\0000000000000141.xml,
322,0000000000000142,Bỉ Ngạn Phương Hoa,Nhiệm vụ chính tuyến,linear,1,Đoàn Trí Hưng,Stories\task_publish\task\0000000000000142.xml,
323,0000000000000143,Mật thám Tát Mãn Giáo,Nhiệm vụ chính tuyến,linear,1,Long Ngũ Thái Gia [<color=green>Nguyên Lão Nghĩa Quân<color>],Stories\task_publish\task\0000000000000143.xml,
324,0000000000000144,Hắc Mễ Oa Oa,Nhiệm vụ chính tuyến,linear,1,Hứa Tam Quan [<color=green>Phó Tướng<color>],Stories\task_publish\task\0000000000000144.xml,
325,0000000000000145,Thu Thí Văn Khảo,Nhiệm vụ chính tuyến,linear,1,Chu Tốn,Stories\task_publish\task\0000000000000145.xml,
326,0000000000000146,Tình Ý Vô Giá,Nhiệm vụ chính tuyến,linear,1,Thu Minh Chí,Stories\task_publish\task\0000000000000146.xml,
327,0000000000000147,Thiện Ác Hữu Báo,Nhiệm vụ chính tuyến,linear,1,Thôi Thái Y,Stories\task_publish\task\0000000000000147.xml,
328,0000000000000148,Giải Cứu Thương Khách,Nhiệm vụ chính tuyến,linear,1,Chủ Thương Hội,Stories\task_publish\task\0000000000000148.xml,
329,0000000000000149,Khương Thị Phụ Tử,Nhiệm vụ chính tuyến,linear,1,Tang Đại Nương,Stories\task_publish\task\0000000000000149.xml,
330,000000000000014a,Thử Hận Miên Miên,Nhiệm vụ chính tuyến,linear,1,Đường Hạc,Stories\task_publish\task\000000000000014A.xml,
331,000000000000014b,Lòng Người Khó Lường,Nhiệm vụ chính tuyến,linear,1,Trâu Khang,Stories\task_publish\task\000000000000014B.xml,
332,000000000000014c,Cẩm Nang Thần Bí,Nhiệm vụ chính tuyến,linear,1,Long Ngũ Thái Gia [<color=green>Nguyên Lão Nghĩa Quân<color>],Stories\task_publish\task\000000000000014C.xml,
333,000000000000014d,Cổ Họa (Hằng ngày - Sơ),Nhiệm vụ quân doanh,linear,1,Chung Minh Trì Mộ [<color=green>Đặc sứ Đại Lý<color>],Stories\task_publish\task\000000000000014D.xml,
334,000000000000014e,Cổ Họa (Hằng ngày),Nhiệm vụ quân doanh,linear,1,Chung Minh Trì Mộ [<color=green>Đặc sứ Đại Lý<color>],Stories\task_publish\task\000000000000014E.xml,"Năm đầu An Định, Đại Lý bạo loạn, Quỷ Chủ 72 trại Ô Man tuyên bố phản đối sự thống trị của Bạch Man, muốn được độc lập. Đoàn Trí Hưng xuất binh dẹp loạn, nhưng lại bị thua bởi Cổ Thuật của Ô Man. Cổ T..."
335,000000000000014f,Cấm Địa (Sơ),Nhiệm vụ chính tuyến,linear,1,Tuyết Vũ Hồng Phi [<color=green>Người trông nom<color>],Stories\task_publish\task\000000000000014F.xml,
336,0000000000000150,Cấm Địa (trung),Nhiệm vụ chính tuyến,linear,1,Tuyết Vũ Hồng Phi [<color=green>Người trông nom<color>],Stories\task_publish\task\0000000000000150.xml,
337,0000000000000151,Cổ Họa (Chính tuyến - Sơ),Nhiệm vụ quân doanh,linear,1,Chung Minh Trì Mộ [<color=green>Đặc sứ Đại Lý<color>],Stories\task_publish\task\0000000000000151.xml,"Năm đầu An Định, Đại Lý bạo loạn, Quỷ Chủ 72 trại Ô Man tuyên bố phản đối sự thống trị của Bạch Man, muốn được độc lập. Đoàn Trí Hưng xuất binh dẹp loạn, nhưng lại bị thua bởi Cổ Thuật của Ô Man. Cổ T..."
338,0000000000000152,Cổ Họa (Chính tuyến),Nhiệm vụ quân doanh,linear,1,Chung Minh Trì Mộ [<color=green>Đặc sứ Đại Lý<color>],Stories\task_publish\task\0000000000000152.xml,
339,0000000000000153,"""Bách Xích Kinh""",Nhiệm vụ chính tuyến,linear,1,Bạch Thu Lâm [<color=green>Thủ Lĩnh Nghĩa Quân<color>],Stories\task_publish\task\0000000000000153.xml,
340,0000000000000154,Võ Mục Di Thư (cấp 110),Nhiệm vụ chính tuyến,linear,1,Từ Tường Nga [<color=green>Quan Quân Nhu<color>],Stories\task_publish\task\0000000000000154.xml,
341,0000000000000155,Quỷ Cốc Đạo Thuật (cấp 110),Nhiệm vụ chính tuyến,linear,1,Thiên Cơ Tử [<color=green>Cơ Quan Đại Sư<color>],Stories\task_publish\task\0000000000000155.xml,
342,0000000000000156,Chúc tết,Nhiệm vụ chính tuyến,linear,1,Bạch Thu Lâm [<color=green>Thủ Lĩnh Nghĩa Quân<color>],Stories\task_publish\task\0000000000000156.xml,
343,0000000000000157,Túi Quân Hưởng (cấp 110),Nhiệm vụ chính tuyến,linear,1,Từ Tường Nga [<color=green>Quan Quân Nhu<color>],Stories\task_publish\task\0000000000000157.xml,
344,0000000000000158,Sư Đồ Truyền Công,Nhiệm vụ chính tuyến,linear,1,Diệp Chỉ Lâm,Stories\task_publish\task\0000000000000158.xml,
345,0000000000000159,Nghi Chủng - Đồng Đội,Nhiệm vụ chính tuyến,linear,1,Bia đá lâu năm,Stories\task_publish\task\0000000000000159.xml,"Tay sờ lên bia đá lạnh buốt, bên trên có khắc vài chữ hơi mờ, hình như chủ nhân của ngôi mộ này là thương nhân Đào Chu Công Phạm Lãi nổi tiếng cuối thời Xuân Thu Chiến Quốc. Giang hồ đồn rằng, trước k..."
346,000000000000015a,Người Mất Tích - đồng đội,Nhiệm vụ chính tuyến,linear,1,Bia đá lâu năm,Stories\task_publish\task\000000000000015A.xml,"Trước cổng cổ thành có một bia đá cũ, những chữ trên đó bị gió sa mạc mài mòn loang lổ, dường như ghi lại câu chuyện một thời của thành này. Không thể biết chuyện gì đã xảy ra từ những dòng chữ này, n..."
347,000000000000015b,Trốn Chạy - đồng đội,Nhiệm vụ chính tuyến,linear,1,Lý Hương Lan [<color=orange>Tham Lý Thiên Quỳnh Cung<color>],Stories\task_publish\task\000000000000015B.xml,"Lúc đầu, Lý Hậu theo cách Võ Tắc Thiên tự lập bức hại con nối dõi của Quang Tông, tại Phi Long Cốc, thái tử được Phi Long tiên sinh đưa đến trốn ở Thiên Quỳnh Cung. Không ngờ, nhị đệ tử Lãnh Sương Nhi..."
348,000000000000015c,Túy Tăng - đồng đội,Nhiệm vụ chính tuyến,linear,1,Đào Tử,Stories\task_publish\task\000000000000015C.xml,
349,000000000000015d,Trở Lại,Nhiệm vụ chính tuyến,linear,1,Lễ Quan,Stories\task_publish\task\000000000000015D.xml,
350,000000000000015e,Giúp Bằng Hữu Trở Lại,Nhiệm vụ chính tuyến,linear,1,Lễ Quan,Stories\task_publish\task\000000000000015E.xml,
351,000000000000015f,Hướng Dẫn Tranh Đoạt Lãnh Thổ,Nhiệm vụ chính tuyến,linear,1,Chiêu Mộ Quan [<color=green>Tranh đoạt lãnh thổ<color>],Stories\task_publish\task\000000000000015F.xml,
352,0000000000000160,Du Long Kinh Phượng,Nhiệm vụ chính tuyến,linear,10,Bạch Thu Lâm [<color=green>Thủ Lĩnh Nghĩa Quân<color>],Stories\task_publish\task\0000000000000160.xml,
353,0000000000000161,Bố Y Tình,Nhiệm vụ chính tuyến,linear,1,Thẩm Hà Diệp [<color=green>Chủ Tiệm Phòng Cụ<color>],Stories\task_publish\task\0000000000000161.xml,
354,0000000000000162,Lão Từ Sám Hối,Nhiệm vụ chính tuyến,linear,1,Lão Từ,Stories\task_publish\task\0000000000000162.xml,
355,0000000000000163,Kim Lô Chùy,Nhiệm vụ chính tuyến,linear,1,Long Ngũ Thái Gia [<color=green>Nguyên Lão Nghĩa Quân<color>],Stories\task_publish\task\0000000000000163.xml,
356,0000000000000164,Tâm Ý Người Say,Nhiệm vụ chính tuyến,linear,1,Tháp Lạp,Stories\task_publish\task\0000000000000164.xml,
357,0000000000000165,Mong Bình An,Nhiệm vụ chính tuyến,linear,1,Kim Xuyên,Stories\task_publish\task\0000000000000165.xml,
358,0000000000000166,Hồ Tiên Chú,Nhiệm vụ chính tuyến,linear,1,Thượng Quan Triết,Stories\task_publish\task\0000000000000166.xml,
359,0000000000000167,Kẻ Khờ Yêu,Nhiệm vụ chính tuyến,linear,1,Tiểu Hy,Stories\task_publish\task\0000000000000167.xml,
360,0000000000000168,Cứu Đan Bích Tú,Nhiệm vụ chính tuyến,linear,1,Đan Bích Tú,Stories\task_publish\task\0000000000000168.xml,
361,0000000000000169,Áo Ấm Mùa Đông,Nhiệm vụ chính tuyến,linear,1,Ông của Tiểu Kha,Stories\task_publish\task\0000000000000169.xml,
362,000000000000016a,Sinh Tử Tương Giao,Nhiệm vụ chính tuyến,linear,1,Bạch Thu Lâm [<color=green>Thủ Lĩnh Nghĩa Quân<color>],Stories\task_publish\task\000000000000016A.xml,
363,000000000000016b,Hải Lăng Vương Mộ-Chính tuyến (cấp 90),Nhiệm vụ quân doanh,linear,1,Thần Tiêu [<color=green>Long Ngũ Thái Gia Thân Truyền Đệ Tử<color>],Stories\task_publish\task\000000000000016B.xml,
364,000000000000016c,Hải Lăng Vương Mộ-Hằng ngày (cấp 90),Nhiệm vụ quân doanh,linear,1,Thần Tiêu [<color=green>Long Ngũ Thái Gia Thân Truyền Đệ Tử<color>],Stories\task_publish\task\000000000000016C.xml,
365,000000000000016d,Hải Lăng Vương Mộ-Chính tuyến  (cấp 110),Nhiệm vụ quân doanh,linear,1,Thần Tiêu [<color=green>Long Ngũ Thái Gia Thân Truyền Đệ Tử<color>],Stories\task_publish\task\000000000000016D.xml,
366,000000000000016e,Hải Lăng Vương Mộ-Hằng ngày (cấp 110),Nhiệm vụ quân doanh,linear,1,Thần Tiêu [<color=green>Long Ngũ Thái Gia Thân Truyền Đệ Tử<color>],Stories\task_publish\task\000000000000016E.xml,
367,000000000000016f,Hải Lăng Vương Mộ (Chính tuyến),Nhiệm vụ quân doanh,linear,1,Thần Tiêu [<color=green>Long Ngũ Thái Gia Thân Truyền Đệ Tử<color>],Stories\task_publish\task\000000000000016F.xml,
368,0000000000000170,Hải Lăng Vương Mộ (Hằng ngày),Nhiệm vụ quân doanh,linear,1,Thần Tiêu [<color=green>Long Ngũ Thái Gia Thân Truyền Đệ Tử<color>],Stories\task_publish\task\0000000000000170.xml,
369,0000000000000171,Bàn Cờ Tướng (cấp 90),Nhiệm vụ chính tuyến,linear,1,Mộc Sấm [<color=green>Truyền Tống Quân Doanh<color>],Stories\task_publish\task\0000000000000171.xml,
370,0000000000000172,Bàn Cờ Tướng (cấp 110),Nhiệm vụ chính tuyến,linear,1,Mộc Sấm [<color=green>Truyền Tống Quân Doanh<color>],Stories\task_publish\task\0000000000000172.xml,
371,0000000000000173,Bàn Cờ Tướng (cấp 130),Nhiệm vụ chính tuyến,linear,1,Mộc Sấm [<color=green>Truyền Tống Quân Doanh<color>],Stories\task_publish\task\0000000000000173.xml,
372,0000000000000174,Ảo Ảnh (cấp 90),Nhiệm vụ chính tuyến,linear,1,Điền Ích [<color=green>Truyền Tống Quân Doanh<color>],Stories\task_publish\task\0000000000000174.xml,
373,0000000000000175,Ảo Ảnh (cấp 110),Nhiệm vụ chính tuyến,linear,1,Điền Ích [<color=green>Truyền Tống Quân Doanh<color>],Stories\task_publish\task\0000000000000175.xml,
374,0000000000000176,Ảo Ảnh (cấp 130),Nhiệm vụ chính tuyến,linear,1,Điền Ích [<color=green>Truyền Tống Quân Doanh<color>],Stories\task_publish\task\0000000000000176.xml,
375,0000000000000177,Truy Bắt Lưu Nhất Bán (cấp 90),Nhiệm vụ chính tuyến,linear,1,Tái Tông Sư [<color=green>Truyền Tống Quân Doanh<color>],Stories\task_publish\task\0000000000000177.xml,
376,0000000000000178,Truy Bắt Lưu Nhất Bán (cấp 110),Nhiệm vụ chính tuyến,linear,1,Tái Tông Sư [<color=green>Truyền Tống Quân Doanh<color>],Stories\task_publish\task\0000000000000178.xml,
377,0000000000000179,Truy Bắt Lưu Nhất Bán (cấp 130),Nhiệm vụ chính tuyến,linear,1,Tái Tông Sư [<color=green>Truyền Tống Quân Doanh<color>],Stories\task_publish\task\0000000000000179.xml,
378,000000000000017a,Binh Pháp 36 Kế (cấp 130),Nhiệm vụ chính tuyến,linear,1,Từ Tường Nga [<color=green>Quan Quân Nhu<color>],Stories\task_publish\task\000000000000017A.xml,
379,000000000000017b,Khuyết Nhất Môn (cấp 130),Nhiệm vụ chính tuyến,linear,1,Thiên Cơ Tử [<color=green>Cơ Quan Đại Sư<color>],Stories\task_publish\task\000000000000017B.xml,
380,000000000000017c,Túi Quân Hưởng (cấp 130),Nhiệm vụ chính tuyến,linear,1,Từ Tường Nga [<color=green>Quan Quân Nhu<color>],Stories\task_publish\task\000000000000017C.xml,
381,000000000000017d,Thám Thính Quân Doanh,Nhiệm vụ chính tuyến,linear,1,Từ Tường Nga [<color=green>Quan Quân Nhu<color>],Stories\task_publish\task\000000000000017D.xml,
382,000000000000017e,Giang Sơn Bắc Vọng,Nhiệm vụ chính tuyến,linear,10,Bạch Thu Lâm [<color=green>Thủ Lĩnh Nghĩa Quân<color>],Stories\task_publish\task\000000000000017E.xml,
383,000000000000017f,Nhiệm vụ Thiên Vương (cấp 20),Nhiệm vụ chính tuyến,linear,1,Hùng Đỉnh,Stories\task_publish\task\000000000000017F.xml,
384,0000000000000180,Nhiệm vụ Cái Bang (cấp 20),Nhiệm vụ chính tuyến,linear,1,Lãnh Thu Vân,Stories\task_publish\task\0000000000000180.xml,
385,0000000000000181,Nhiệm vụ Ngũ Độc (cấp 20),Nhiệm vụ chính tuyến,linear,1,Hàn Phá Sơn,Stories\task_publish\task\0000000000000181.xml,
386,0000000000000182,Nhiệm vụ Côn Lôn (cấp 20),Nhiệm vụ chính tuyến,linear,1,Gia Cát Trác Vân,Stories\task_publish\task\0000000000000182.xml,
387,0000000000000183,Nhiệm vụ Võ Đang (cấp 20),Nhiệm vụ chính tuyến,linear,1,Lộ Hiểu Nhiên,Stories\task_publish\task\0000000000000183.xml,
388,0000000000000184,Nhiệm vụ Thiếu Lâm (cấp 20),Nhiệm vụ chính tuyến,linear,1,Trừng Quang,Stories\task_publish\task\0000000000000184.xml,
389,0000000000000185,Nhiệm vụ Thiên Nhẫn (cấp 20),Nhiệm vụ chính tuyến,linear,1,Đoan Mộc Duệ,Stories\task_publish\task\0000000000000185.xml,
390,0000000000000186,Nhiệm vụ Nga My (cấp 20),Nhiệm vụ chính tuyến,linear,1,Lăng Phong Nhạn,Stories\task_publish\task\0000000000000186.xml,
391,0000000000000187,Nhiệm vụ Đường Môn (cấp 20),Nhiệm vụ chính tuyến,linear,1,Đường Ngộ,Stories\task_publish\task\0000000000000187.xml,
392,0000000000000188,Nhiệm vụ Thúy Yên (cấp 20),Nhiệm vụ chính tuyến,linear,1,Vinh Giảo Giảo,Stories\task_publish\task\0000000000000188.xml,
393,0000000000000189,Nhiệm vụ Minh Giáo (cấp 20),Nhiệm vụ chính tuyến,linear,1,Tạ Thư Dung,Stories\task_publish\task\0000000000000189.xml,
394,000000000000018a,Nhiệm vụ Đoàn Thị (cấp 20),Nhiệm vụ chính tuyến,linear,1,Cao Vệ Bích,Stories\task_publish\task\000000000000018A.xml,
395,000000000000018b,Tào Bang Nghị Sự,Nhiệm vụ chính tuyến,linear,1,Ân Bốc Nguyên [Bang Chủ Tào Bang],Stories\task_publish\task\000000000000018B.xml,
396,000000000000018c,Hủ Thực Chi Chủng,Nhiệm vụ chính tuyến,linear,1,Long Ngũ Thái Gia [<color=green>Nguyên Lão Nghĩa Quân<color>],Stories\task_publish\task\000000000000018C.xml,
397,000000000000018d,Diêm Bang Hành,Nhiệm vụ chính tuyến,linear,1,Ninh Chí Phiêu [Bang chủ Diêm Bang],Stories\task_publish\task\000000000000018D.xml,
398,000000000000018e,Tụ Hiền Đại Hội,Nhiệm vụ chính tuyến,linear,1,Hoàng Thường [<color=green>Đặc sứ Võ Lâm Minh Chủ<color>],Stories\task_publish\task\000000000000018E.xml,
399,000000000000018f,Thảo Nguyên Hùng Ưng,Nhiệm vụ chính tuyến,linear,1,Bạch Thu Lâm [<color=green>Thủ Lĩnh Nghĩa Quân<color>],Stories\task_publish\task\000000000000018F.xml,
400,0000000000000190,Mãn Giang Hồng,Nhiệm vụ chính tuyến,linear,1,Nhạc Khả Sơn,Stories\task_publish\task\0000000000000190.xml,
401,0000000000000191,Ma Y Dự Ngôn,Nhiệm vụ chính tuyến,linear,1,Long Ngũ Thái Gia [<color=green>Nguyên Lão Nghĩa Quân<color>],Stories\task_publish\task\0000000000000191.xml,
402,0000000000000192,Mã Bang Hành,Nhiệm vụ chính tuyến,linear,1,Miết Lạp Tra [Bang chủ Mã Bang],Stories\task_publish\task\0000000000000192.xml,
403,0000000000000193,Khiêu Hà Tử,Nhiệm vụ chính tuyến,linear,1,Bạch Thu Lâm [<color=green>Thủ Lĩnh Nghĩa Quân<color>],Stories\task_publish\task\0000000000000193.xml,
404,0000000000000194,Đúc Kiếm,Nhiệm vụ chính tuyến,linear,1,Long Ngũ Thái Gia [<color=green>Nguyên Lão Nghĩa Quân<color>],Stories\task_publish\task\0000000000000194.xml,
405,0000000000000195,Nhiệm vụ Thiên Vương (cấp 30),Nhiệm vụ chính tuyến,linear,1,Hùng Đỉnh,Stories\task_publish\task\0000000000000195.xml,
406,0000000000000196,Nhiệm vụ Cái Bang (cấp 30),Nhiệm vụ chính tuyến,linear,1,Lãnh Thu Vân,Stories\task_publish\task\0000000000000196.xml,
407,0000000000000197,Nhiệm vụ Ngũ Độc (cấp 30),Nhiệm vụ chính tuyến,linear,1,Hàn Phá Sơn,Stories\task_publish\task\0000000000000197.xml,
408,0000000000000198,Nhiệm vụ Côn Lôn (cấp 30),Nhiệm vụ chính tuyến,linear,1,Gia Cát Trác Vân,Stories\task_publish\task\0000000000000198.xml,
409,0000000000000199,Nhiệm vụ Võ Đang (cấp 30),Nhiệm vụ chính tuyến,linear,1,Lộ Hiểu Nhiên,Stories\task_publish\task\0000000000000199.xml,
410,000000000000019a,Nhiệm vụ Thiếu Lâm (cấp 30),Nhiệm vụ chính tuyến,linear,1,Trừng Quang,Stories\task_publish\task\000000000000019A.xml,
411,000000000000019b,Nhiệm vụ Thiên Nhẫn (cấp 30),Nhiệm vụ chính tuyến,linear,1,Đoan Mộc Duệ,Stories\task_publish\task\000000000000019B.xml,
412,000000000000019c,Nhiệm vụ Nga My (cấp 30),Nhiệm vụ chính tuyến,linear,1,Lăng Phong Nhạn,Stories\task_publish\task\000000000000019C.xml,
413,000000000000019d,Nhiệm vụ Đường Môn (cấp 30),Nhiệm vụ chính tuyến,linear,1,Đường Ngộ,Stories\task_publish\task\000000000000019D.xml,
414,000000000000019e,Nhiệm vụ Thúy Yên (cấp 30),Nhiệm vụ chính tuyến,linear,1,Vinh Giảo Giảo,Stories\task_publish\task\000000000000019E.xml,
415,000000000000019f,Nhiệm vụ Minh Giáo (cấp 30),Nhiệm vụ chính tuyến,linear,1,Tạ Thư Dung,Stories\task_publish\task\000000000000019F.xml,
416,00000000000001a0,Nhiệm vụ Đoàn Thị (cấp 30),Nhiệm vụ chính tuyến,linear,1,Cao Vệ Bích,Stories\task_publish\task\00000000000001A0.xml,
417,00000000000001a1,Nhiệm vụ Thiên Vương (cấp 40),Nhiệm vụ chính tuyến,linear,1,Hùng Đỉnh,Stories\task_publish\task\00000000000001A1.xml,
418,00000000000001a2,Nhiệm vụ Cái Bang (cấp 40),Nhiệm vụ chính tuyến,linear,1,Lãnh Thu Vân,Stories\task_publish\task\00000000000001A2.xml,
419,00000000000001a3,Nhiệm vụ Ngũ Độc (cấp 40),Nhiệm vụ chính tuyến,linear,1,Hàn Phá Sơn,Stories\task_publish\task\00000000000001A3.xml,
420,00000000000001a4,Nhiệm vụ Côn Lôn (cấp 40),Nhiệm vụ chính tuyến,linear,1,Gia Cát Trác Vân,Stories\task_publish\task\00000000000001A4.xml,
421,00000000000001a5,Nhiệm vụ Võ Đang (cấp 40),Nhiệm vụ chính tuyến,linear,1,Lộ Hiểu Nhiên,Stories\task_publish\task\00000000000001A5.xml,
422,00000000000001a6,Nhiệm vụ Thiếu Lâm (cấp 40),Nhiệm vụ chính tuyến,linear,1,Trừng Quang,Stories\task_publish\task\00000000000001A6.xml,
423,00000000000001a7,Nhiệm vụ Thiên Nhẫn (cấp 40),Nhiệm vụ chính tuyến,linear,1,Đoan Mộc Duệ,Stories\task_publish\task\00000000000001A7.xml,
424,00000000000001a8,Nhiệm vụ Nga My (cấp 40),Nhiệm vụ chính tuyến,linear,1,Lăng Phong Nhạn,Stories\task_publish\task\00000000000001A8.xml,
425,00000000000001a9,Nhiệm vụ Đường Môn (cấp 40),Nhiệm vụ chính tuyến,linear,1,Đường Ngộ,Stories\task_publish\task\00000000000001A9.xml,
426,00000000000001aa,Nhiệm vụ Thúy Yên (cấp 40),Nhiệm vụ chính tuyến,linear,1,Vinh Giảo Giảo,Stories\task_publish\task\00000000000001AA.xml,
427,00000000000001ab,Nhiệm vụ Minh Giáo (cấp 40),Nhiệm vụ chính tuyến,linear,1,Tạ Thư Dung,Stories\task_publish\task\00000000000001AB.xml,
428,00000000000001ac,Nhiệm vụ Đoàn Thị (cấp 40),Nhiệm vụ chính tuyến,linear,1,Cao Vệ Bích,Stories\task_publish\task\00000000000001AC.xml,
429,00000000000001ad,Hành Trình Bất Tận,Nhiệm vụ chính tuyến,linear,1,Từ Tường Nga [<color=green>Quan Quân Nhu<color>],Stories\task_publish\task\00000000000001AD.xml,
430,00000000000001ae,Kỹ năng cấp 110_Thiếu Lâm,Nhiệm vụ chính tuyến,linear,1,Tịch Huyễn [<color=green>Đệ tử tiếp dẫn Thiếu Lâm<color>],Stories\task_publish\task\00000000000001AE.xml,
431,00000000000001af,Kỹ năng cấp 110_Thiên Vương,Nhiệm vụ chính tuyến,linear,1,Bùi Viễn [<color=green>Đệ tử tiếp dẫn Thiên Vương<color>],Stories\task_publish\task\00000000000001AF.xml,
