task_id	task_name	event_family_id	coverage_tier	primary_channel	trio_owner	volume_candidate	disposition_rule	reason
277	Diệt Trừ Chuột Núi	EF-T0277	C	LIVING_LORE	UNASSIGNED	OPEN	REPEAT_LORE_REVIEW	Exclude repeated occurrence, preserve potential labor, economy, medicine or local conflict; repeat flag alone does not erase lore.
278	Hái Thuốc	EF-T0278	C	LIVING_LORE	UNASSIGNED	OPEN	REPEAT_LORE_REVIEW	Exclude repeated occurrence, preserve potential labor, economy, medicine or local conflict; repeat flag alone does not erase lore.
279	Tìm Nghĩa Quân	EF-T0279	C	LIVING_LORE	UNASSIGNED	OPEN	REPEAT_LORE_REVIEW	Exclude repeated occurrence, preserve potential labor, economy, medicine or local conflict; repeat flag alone does not erase lore.
280	Câu Cá	EF-T0280	C	LIVING_LORE	UNASSIGNED	OPEN	REPEAT_LORE_REVIEW	Exclude repeated occurrence, preserve potential labor, economy, medicine or local conflict; repeat flag alone does not erase lore.
281	Tuyết Hồn Châu	EF-T0281	C	LIVING_LORE	UNASSIGNED	OPEN	REPEAT_LORE_REVIEW	Exclude repeated occurrence, preserve potential labor, economy, medicine or local conflict; repeat flag alone does not erase lore.
282	Chi Lan	EF-T0282	C	LIVING_LORE	UNASSIGNED	OPEN	REPEAT_LORE_REVIEW	Exclude repeated occurrence, preserve potential labor, economy, medicine or local conflict; repeat flag alone does not erase lore.
283	Bạch Cốt Chùy	EF-T0283	C	LIVING_LORE	UNASSIGNED	OPEN	REPEAT_LORE_REVIEW	Exclude repeated occurrence, preserve potential labor, economy, medicine or local conflict; repeat flag alone does not erase lore.
284	Tiền Xu Cổ	EF-T0284	C	LIVING_LORE	UNASSIGNED	OPEN	REPEAT_LORE_REVIEW	Exclude repeated occurrence, preserve potential labor, economy, medicine or local conflict; repeat flag alone does not erase lore.
285	Tim Cá Sấu Chúa	EF-T0285	C	LIVING_LORE	UNASSIGNED	OPEN	REPEAT_LORE_REVIEW	Exclude repeated occurrence, preserve potential labor, economy, medicine or local conflict; repeat flag alone does not erase lore.
286	Hoa Tặc	EF-T0286	C	LIVING_LORE	UNASSIGNED	OPEN	REPEAT_LORE_REVIEW	Exclude repeated occurrence, preserve potential labor, economy, medicine or local conflict; repeat flag alone does not erase lore.
287	Nhị Đương Gia	EF-T0287	C	LIVING_LORE	UNASSIGNED	OPEN	REPEAT_LORE_REVIEW	Exclude repeated occurrence, preserve potential labor, economy, medicine or local conflict; repeat flag alone does not erase lore.
288	Trừng Phạt	EF-T0288	C	LIVING_LORE	UNASSIGNED	OPEN	REPEAT_LORE_REVIEW	Exclude repeated occurrence, preserve potential labor, economy, medicine or local conflict; repeat flag alone does not erase lore.
289	Tiên Nhũ Linh Thạch	EF-T0289	C	LIVING_LORE	UNASSIGNED	OPEN	REPEAT_LORE_REVIEW	Exclude repeated occurrence, preserve potential labor, economy, medicine or local conflict; repeat flag alone does not erase lore.
290	Luyện Võ (Sơ)	EF-T0290	C	LIVING_LORE	UNASSIGNED	OPEN	REPEAT_LORE_REVIEW	Exclude repeated occurrence, preserve potential labor, economy, medicine or local conflict; repeat flag alone does not erase lore.
291	Gặp Họa	EF-T0291	A	DOCUMENT_TRACE	UNASSIGNED	III	POLITICAL_BANK	Source-graph political cluster; NPC-led event, choose actual witness and private knowledge only after evidence review.
292	Nghìn Cân Treo Sợi Tóc	EF-T0292	A	DOCUMENT_TRACE	UNASSIGNED	III	POLITICAL_BANK	Source-graph political cluster; NPC-led event, choose actual witness and private knowledge only after evidence review.
293	Lang Bạt Kỳ Hồ	EF-T0293	A	DOCUMENT_TRACE	UNASSIGNED	III	POLITICAL_BANK	Source-graph political cluster; NPC-led event, choose actual witness and private knowledge only after evidence review.
294	Man Thiên Quá Hải	EF-T0294	A	DOCUMENT_TRACE	UNASSIGNED	III	POLITICAL_BANK	Source-graph political cluster; NPC-led event, choose actual witness and private knowledge only after evidence review.
295	Tại Thủy Nhất Phương	EF-T0295	A	DOCUMENT_TRACE	UNASSIGNED	III	POLITICAL_BANK	Source-graph political cluster; NPC-led event, choose actual witness and private knowledge only after evidence review.
296	Mưa Thuận Gió Hòa	EF-T0296	A	DOCUMENT_TRACE	UNASSIGNED	III	POLITICAL_BANK	Source-graph political cluster; NPC-led event, choose actual witness and private knowledge only after evidence review.
297	Nhiệm Trọng Đạo Viễn	EF-T0297	A	DOCUMENT_TRACE	UNASSIGNED	III	POLITICAL_BANK	Source-graph political cluster; NPC-led event, choose actual witness and private knowledge only after evidence review.
298	Ám Lưu Dũng Động	EF-T0298	A	DOCUMENT_TRACE	UNASSIGNED	III	POLITICAL_BANK	Source-graph political cluster; NPC-led event, choose actual witness and private knowledge only after evidence review.
299	Thập Vạn Hỏa Cấp	EF-T0299	A	DOCUMENT_TRACE	UNASSIGNED	III	POLITICAL_BANK	Source-graph political cluster; NPC-led event, choose actual witness and private knowledge only after evidence review.
300	Binh Nhung Tương Kiến	EF-T0300	A	DOCUMENT_TRACE	UNASSIGNED	III	POLITICAL_BANK	Source-graph political cluster; NPC-led event, choose actual witness and private knowledge only after evidence review.
301	Túy Tăng	EF-TUY-TANG	C	LIVING_LORE	UNASSIGNED	OPEN	REPEAT_LORE_REVIEW	Exclude repeated occurrence, preserve potential labor, economy, medicine or local conflict; repeat flag alone does not erase lore.
302	Luyện Võ (Trung)	EF-T0302	C	LIVING_LORE	UNASSIGNED	OPEN	REPEAT_LORE_REVIEW	Exclude repeated occurrence, preserve potential labor, economy, medicine or local conflict; repeat flag alone does not erase lore.
303	Tiền Tiêu	EF-T0303	B	LIVING_LORE	UNASSIGNED	OPEN	RESERVOIR_REVIEW	Retain independent local/sect story for close reading; channel is a preliminary editorial suggestion, no event or scene approved.
304	Trùng Dương Cố Cư	EF-T0304	B	LIVING_LORE	UNASSIGNED	OPEN	RESERVOIR_REVIEW	Retain independent local/sect story for close reading; channel is a preliminary editorial suggestion, no event or scene approved.
305	Tiêu Diệt Hắc Phong Trại	EF-T0305	B	LIVING_LORE	UNASSIGNED	OPEN	RESERVOIR_REVIEW	Retain independent local/sect story for close reading; channel is a preliminary editorial suggestion, no event or scene approved.
306	Đại Vũ Đài	EF-T0306	B	LIVING_LORE	UNASSIGNED	OPEN	RESERVOIR_REVIEW	Retain independent local/sect story for close reading; channel is a preliminary editorial suggestion, no event or scene approved.
307	Phục Ngưu Sơn Trang	EF-T0307	B	LIVING_LORE	UNASSIGNED	OPEN	RESERVOIR_REVIEW	Retain independent local/sect story for close reading; channel is a preliminary editorial suggestion, no event or scene approved.
308	Thế Chân Vạc	EF-T0308	B	LIVING_LORE	UNASSIGNED	OPEN	RESERVOIR_REVIEW	Retain independent local/sect story for close reading; channel is a preliminary editorial suggestion, no event or scene approved.
309	Thần Thú Xi Vưu	EF-T0309	B	LIVING_LORE	UNASSIGNED	OPEN	RESERVOIR_REVIEW	Retain independent local/sect story for close reading; channel is a preliminary editorial suggestion, no event or scene approved.
310	Nội Gián	EF-T0310	B	LIVING_LORE	UNASSIGNED	OPEN	RESERVOIR_REVIEW	Retain independent local/sect story for close reading; channel is a preliminary editorial suggestion, no event or scene approved.
311	Vụ Mất Tích Bí Ẩn	EF-T0311	B	LIVING_LORE	UNASSIGNED	OPEN	RESERVOIR_REVIEW	Retain independent local/sect story for close reading; channel is a preliminary editorial suggestion, no event or scene approved.
312	Trộm Đêm	EF-T0312	B	LIVING_LORE	UNASSIGNED	OPEN	RESERVOIR_REVIEW	Retain independent local/sect story for close reading; channel is a preliminary editorial suggestion, no event or scene approved.
313	Tuyệt Sát Chi Kiếp	EF-T0313	B	LIVING_LORE	UNASSIGNED	OPEN	RESERVOIR_REVIEW	Retain independent local/sect story for close reading; channel is a preliminary editorial suggestion, no event or scene approved.
314	Phương Thảo Mê Tung	EF-T0314	B	LIVING_LORE	UNASSIGNED	OPEN	RESERVOIR_REVIEW	Retain independent local/sect story for close reading; channel is a preliminary editorial suggestion, no event or scene approved.
315	Thâm Nhập Cổ Huyệt	EF-T0315	B	LIVING_LORE	UNASSIGNED	OPEN	RESERVOIR_REVIEW	Retain independent local/sect story for close reading; channel is a preliminary editorial suggestion, no event or scene approved.
316	Cổ Thuật Thần Bí	EF-T0316	B	LIVING_LORE	UNASSIGNED	OPEN	RESERVOIR_REVIEW	Retain independent local/sect story for close reading; channel is a preliminary editorial suggestion, no event or scene approved.
317	Cải Tử Hồi Sinh	EF-T0317	B	LIVING_LORE	UNASSIGNED	OPEN	RESERVOIR_REVIEW	Retain independent local/sect story for close reading; channel is a preliminary editorial suggestion, no event or scene approved.
318	Hổ Khẩu Lịch Hiểm	EF-T0318	B	LIVING_LORE	UNASSIGNED	OPEN	RESERVOIR_REVIEW	Retain independent local/sect story for close reading; channel is a preliminary editorial suggestion, no event or scene approved.
319	Trừng Trị Tham Quan	EF-T0319	B	LIVING_LORE	UNASSIGNED	OPEN	RESERVOIR_REVIEW	Retain independent local/sect story for close reading; channel is a preliminary editorial suggestion, no event or scene approved.
320	Phong Vũ Tiền Dạ	EF-T0320	B	LIVING_LORE	UNASSIGNED	OPEN	RESERVOIR_REVIEW	Retain independent local/sect story for close reading; channel is a preliminary editorial suggestion, no event or scene approved.
321	Ô Man Chi Chướng	EF-T0321	B	LIVING_LORE	UNASSIGNED	OPEN	RESERVOIR_REVIEW	Retain independent local/sect story for close reading; channel is a preliminary editorial suggestion, no event or scene approved.
322	Bỉ Ngạn Phương Hoa	EF-T0322	B	LIVING_LORE	UNASSIGNED	OPEN	RESERVOIR_REVIEW	Retain independent local/sect story for close reading; channel is a preliminary editorial suggestion, no event or scene approved.
323	Mật thám Tát Mãn Giáo	EF-T0323	B	LIVING_LORE	UNASSIGNED	OPEN	RESERVOIR_REVIEW	Retain independent local/sect story for close reading; channel is a preliminary editorial suggestion, no event or scene approved.
324	Hắc Mễ Oa Oa	EF-T0324	B	LIVING_LORE	UNASSIGNED	OPEN	RESERVOIR_REVIEW	Retain independent local/sect story for close reading; channel is a preliminary editorial suggestion, no event or scene approved.
325	Thu Thí Văn Khảo	EF-T0325	B	LIVING_LORE	UNASSIGNED	OPEN	RESERVOIR_REVIEW	Retain independent local/sect story for close reading; channel is a preliminary editorial suggestion, no event or scene approved.
326	Tình Ý Vô Giá	EF-T0326	B	LIVING_LORE	UNASSIGNED	OPEN	RESERVOIR_REVIEW	Retain independent local/sect story for close reading; channel is a preliminary editorial suggestion, no event or scene approved.
327	Thiện Ác Hữu Báo	EF-T0327	B	LIVING_LORE	UNASSIGNED	OPEN	RESERVOIR_REVIEW	Retain independent local/sect story for close reading; channel is a preliminary editorial suggestion, no event or scene approved.
328	Giải Cứu Thương Khách	EF-T0328	B	LIVING_LORE	UNASSIGNED	OPEN	RESERVOIR_REVIEW	Retain independent local/sect story for close reading; channel is a preliminary editorial suggestion, no event or scene approved.
329	Khương Thị Phụ Tử	EF-T0329	B	LIVING_LORE	UNASSIGNED	OPEN	RESERVOIR_REVIEW	Retain independent local/sect story for close reading; channel is a preliminary editorial suggestion, no event or scene approved.
330	Thử Hận Miên Miên	EF-T0330	B	LIVING_LORE	UNASSIGNED	OPEN	RESERVOIR_REVIEW	Retain independent local/sect story for close reading; channel is a preliminary editorial suggestion, no event or scene approved.
331	Lòng Người Khó Lường	EF-T0331	B	LIVING_LORE	UNASSIGNED	OPEN	RESERVOIR_REVIEW	Retain independent local/sect story for close reading; channel is a preliminary editorial suggestion, no event or scene approved.
332	Cẩm Nang Thần Bí	EF-T0332	A	WITNESS_RELAY	UNASSIGNED	IV	WORLD_EVENT	Preserve substantial source event independently of trio; scene owner and eligible satellite POV not selected.
333	Cổ Họa (Hằng ngày - Sơ)	EF-CO-HOA	B	LEGENDARY_ECHO	UNASSIGNED	OPEN	VARIANT_LORE	Keep lore premise; daily/main/level rows are variants, not repeated historical occurrences.
334	Cổ Họa (Hằng ngày)	EF-CO-HOA	B	LEGENDARY_ECHO	UNASSIGNED	OPEN	VARIANT_LORE	Keep lore premise; daily/main/level rows are variants, not repeated historical occurrences.
335	Cấm Địa (Sơ)	EF-CAM-DIA	C	LIVING_LORE	UNASSIGNED	OPEN	REPEAT_LORE_REVIEW	Exclude repeated occurrence, preserve potential labor, economy, medicine or local conflict; repeat flag alone does not erase lore.
336	Cấm Địa (trung)	EF-CAM-DIA	C	LIVING_LORE	UNASSIGNED	OPEN	REPEAT_LORE_REVIEW	Exclude repeated occurrence, preserve potential labor, economy, medicine or local conflict; repeat flag alone does not erase lore.
337	Cổ Họa (Chính tuyến - Sơ)	EF-CO-HOA	B	LEGENDARY_ECHO	UNASSIGNED	OPEN	VARIANT_LORE	Keep lore premise; daily/main/level rows are variants, not repeated historical occurrences.
338	Cổ Họa (Chính tuyến)	EF-CO-HOA	B	LEGENDARY_ECHO	UNASSIGNED	OPEN	VARIANT_LORE	Keep lore premise; daily/main/level rows are variants, not repeated historical occurrences.
339	"""Bách Xích Kinh"""	EF-T0339	B	LIVING_LORE	UNASSIGNED	OPEN	RESERVOIR_REVIEW	Retain independent local/sect story for close reading; channel is a preliminary editorial suggestion, no event or scene approved.
340	Võ Mục Di Thư (cấp 110)	EF-T0340	C	LIVING_LORE	UNASSIGNED	OPEN	REPEAT_LORE_REVIEW	Exclude repeated occurrence, preserve potential labor, economy, medicine or local conflict; repeat flag alone does not erase lore.
341	Quỷ Cốc Đạo Thuật (cấp 110)	EF-T0341	C	LIVING_LORE	UNASSIGNED	OPEN	REPEAT_LORE_REVIEW	Exclude repeated occurrence, preserve potential labor, economy, medicine or local conflict; repeat flag alone does not erase lore.
342	Chúc tết	EF-T0342	C	EXCLUDE_GAMEPLAY	UNASSIGNED	OPEN	UTILITY_REVIEW	Provisional omission of tutorial/live-event wrapper; retain source for any reusable social material.
343	Túi Quân Hưởng (cấp 110)	EF-QUAN-HUONG	C	LIVING_LORE	UNASSIGNED	OPEN	REPEAT_LORE_REVIEW	Exclude repeated occurrence, preserve potential labor, economy, medicine or local conflict; repeat flag alone does not erase lore.
344	Sư Đồ Truyền Công	EF-T0344	C	LIVING_LORE	UNASSIGNED	OPEN	REPEAT_LORE_REVIEW	Exclude repeated occurrence, preserve potential labor, economy, medicine or local conflict; repeat flag alone does not erase lore.
345	Nghi Chủng - Đồng Đội	EF-NGHI-CHUNG	C	LIVING_LORE	UNASSIGNED	OPEN	REPEAT_LORE_REVIEW	Exclude repeated occurrence, preserve potential labor, economy, medicine or local conflict; repeat flag alone does not erase lore.
346	Người Mất Tích - đồng đội	EF-MISSING	C	LIVING_LORE	UNASSIGNED	OPEN	REPEAT_LORE_REVIEW	Exclude repeated occurrence, preserve potential labor, economy, medicine or local conflict; repeat flag alone does not erase lore.
347	Trốn Chạy - đồng đội	EF-ESCAPE	C	LIVING_LORE	UNASSIGNED	OPEN	REPEAT_LORE_REVIEW	Exclude repeated occurrence, preserve potential labor, economy, medicine or local conflict; repeat flag alone does not erase lore.
348	Túy Tăng - đồng đội	EF-TUY-TANG	C	LIVING_LORE	UNASSIGNED	OPEN	REPEAT_LORE_REVIEW	Exclude repeated occurrence, preserve potential labor, economy, medicine or local conflict; repeat flag alone does not erase lore.
349	Trở Lại	EF-T0349	C	EXCLUDE_GAMEPLAY	UNASSIGNED	OPEN	UTILITY_REVIEW	Provisional omission of tutorial/live-event wrapper; retain source for any reusable social material.
350	Giúp Bằng Hữu Trở Lại	EF-T0350	C	EXCLUDE_GAMEPLAY	UNASSIGNED	OPEN	UTILITY_REVIEW	Provisional omission of tutorial/live-event wrapper; retain source for any reusable social material.
351	Hướng Dẫn Tranh Đoạt Lãnh Thổ	EF-T0351	C	EXCLUDE_GAMEPLAY	UNASSIGNED	OPEN	UTILITY_REVIEW	Provisional omission of tutorial/live-event wrapper; retain source for any reusable social material.
352	Du Long Kinh Phượng	EF-T0352	A	WITNESS_RELAY	UNASSIGNED	IV	WORLD_EVENT	Preserve substantial source event independently of trio; scene owner and eligible satellite POV not selected.
353	Bố Y Tình	EF-T0353	B	LIVING_LORE	UNASSIGNED	OPEN	RESERVOIR_REVIEW	Retain independent local/sect story for close reading; channel is a preliminary editorial suggestion, no event or scene approved.
354	Lão Từ Sám Hối	EF-T0354	B	LIVING_LORE	UNASSIGNED	OPEN	RESERVOIR_REVIEW	Retain independent local/sect story for close reading; channel is a preliminary editorial suggestion, no event or scene approved.
355	Kim Lô Chùy	EF-T0355	B	LIVING_LORE	UNASSIGNED	OPEN	RESERVOIR_REVIEW	Retain independent local/sect story for close reading; channel is a preliminary editorial suggestion, no event or scene approved.
356	Tâm Ý Người Say	EF-T0356	B	LIVING_LORE	UNASSIGNED	OPEN	RESERVOIR_REVIEW	Retain independent local/sect story for close reading; channel is a preliminary editorial suggestion, no event or scene approved.
357	Mong Bình An	EF-T0357	B	LIVING_LORE	UNASSIGNED	OPEN	RESERVOIR_REVIEW	Retain independent local/sect story for close reading; channel is a preliminary editorial suggestion, no event or scene approved.
358	Hồ Tiên Chú	EF-T0358	B	LIVING_LORE	UNASSIGNED	OPEN	RESERVOIR_REVIEW	Retain independent local/sect story for close reading; channel is a preliminary editorial suggestion, no event or scene approved.
359	Kẻ Khờ Yêu	EF-T0359	B	LIVING_LORE	UNASSIGNED	OPEN	RESERVOIR_REVIEW	Retain independent local/sect story for close reading; channel is a preliminary editorial suggestion, no event or scene approved.
360	Cứu Đan Bích Tú	EF-T0360	B	LIVING_LORE	UNASSIGNED	OPEN	RESERVOIR_REVIEW	Retain independent local/sect story for close reading; channel is a preliminary editorial suggestion, no event or scene approved.
361	Áo Ấm Mùa Đông	EF-T0361	B	LIVING_LORE	UNASSIGNED	OPEN	RESERVOIR_REVIEW	Retain independent local/sect story for close reading; channel is a preliminary editorial suggestion, no event or scene approved.
362	Sinh Tử Tương Giao	EF-T0362	B	LIVING_LORE	UNASSIGNED	OPEN	RESERVOIR_REVIEW	Retain independent local/sect story for close reading; channel is a preliminary editorial suggestion, no event or scene approved.
363	Hải Lăng Vương Mộ-Chính tuyến (cấp 90)	EF-HAI-LANG	B	LEGENDARY_ECHO	UNASSIGNED	OPEN	VARIANT_LORE	Keep lore premise; daily/main/level rows are variants, not repeated historical occurrences.
364	Hải Lăng Vương Mộ-Hằng ngày (cấp 90)	EF-HAI-LANG	B	LEGENDARY_ECHO	UNASSIGNED	OPEN	VARIANT_LORE	Keep lore premise; daily/main/level rows are variants, not repeated historical occurrences.
365	Hải Lăng Vương Mộ-Chính tuyến  (cấp 110)	EF-HAI-LANG	B	LEGENDARY_ECHO	UNASSIGNED	OPEN	VARIANT_LORE	Keep lore premise; daily/main/level rows are variants, not repeated historical occurrences.
366	Hải Lăng Vương Mộ-Hằng ngày (cấp 110)	EF-HAI-LANG	B	LEGENDARY_ECHO	UNASSIGNED	OPEN	VARIANT_LORE	Keep lore premise; daily/main/level rows are variants, not repeated historical occurrences.
367	Hải Lăng Vương Mộ (Chính tuyến)	EF-HAI-LANG	B	LEGENDARY_ECHO	UNASSIGNED	OPEN	VARIANT_LORE	Keep lore premise; daily/main/level rows are variants, not repeated historical occurrences.
368	Hải Lăng Vương Mộ (Hằng ngày)	EF-HAI-LANG	B	LEGENDARY_ECHO	UNASSIGNED	OPEN	VARIANT_LORE	Keep lore premise; daily/main/level rows are variants, not repeated historical occurrences.
369	Bàn Cờ Tướng (cấp 90)	EF-CHESS	C	LIVING_LORE	UNASSIGNED	OPEN	REPEAT_LORE_REVIEW	Exclude repeated occurrence, preserve potential labor, economy, medicine or local conflict; repeat flag alone does not erase lore.
370	Bàn Cờ Tướng (cấp 110)	EF-CHESS	C	LIVING_LORE	UNASSIGNED	OPEN	REPEAT_LORE_REVIEW	Exclude repeated occurrence, preserve potential labor, economy, medicine or local conflict; repeat flag alone does not erase lore.
371	Bàn Cờ Tướng (cấp 130)	EF-CHESS	C	LIVING_LORE	UNASSIGNED	OPEN	REPEAT_LORE_REVIEW	Exclude repeated occurrence, preserve potential labor, economy, medicine or local conflict; repeat flag alone does not erase lore.
372	Ảo Ảnh (cấp 90)	EF-ILLUSION	C	LIVING_LORE	UNASSIGNED	OPEN	REPEAT_LORE_REVIEW	Exclude repeated occurrence, preserve potential labor, economy, medicine or local conflict; repeat flag alone does not erase lore.
373	Ảo Ảnh (cấp 110)	EF-ILLUSION	C	LIVING_LORE	UNASSIGNED	OPEN	REPEAT_LORE_REVIEW	Exclude repeated occurrence, preserve potential labor, economy, medicine or local conflict; repeat flag alone does not erase lore.
374	Ảo Ảnh (cấp 130)	EF-ILLUSION	C	LIVING_LORE	UNASSIGNED	OPEN	REPEAT_LORE_REVIEW	Exclude repeated occurrence, preserve potential labor, economy, medicine or local conflict; repeat flag alone does not erase lore.
375	Truy Bắt Lưu Nhất Bán (cấp 90)	EF-LUU-NHAT-BAN	C	LIVING_LORE	UNASSIGNED	OPEN	REPEAT_LORE_REVIEW	Exclude repeated occurrence, preserve potential labor, economy, medicine or local conflict; repeat flag alone does not erase lore.
376	Truy Bắt Lưu Nhất Bán (cấp 110)	EF-LUU-NHAT-BAN	C	LIVING_LORE	UNASSIGNED	OPEN	REPEAT_LORE_REVIEW	Exclude repeated occurrence, preserve potential labor, economy, medicine or local conflict; repeat flag alone does not erase lore.
377	Truy Bắt Lưu Nhất Bán (cấp 130)	EF-LUU-NHAT-BAN	C	LIVING_LORE	UNASSIGNED	OPEN	REPEAT_LORE_REVIEW	Exclude repeated occurrence, preserve potential labor, economy, medicine or local conflict; repeat flag alone does not erase lore.
378	Binh Pháp 36 Kế (cấp 130)	EF-T0378	C	LIVING_LORE	UNASSIGNED	OPEN	REPEAT_LORE_REVIEW	Exclude repeated occurrence, preserve potential labor, economy, medicine or local conflict; repeat flag alone does not erase lore.
379	Khuyết Nhất Môn (cấp 130)	EF-T0379	C	LIVING_LORE	UNASSIGNED	OPEN	REPEAT_LORE_REVIEW	Exclude repeated occurrence, preserve potential labor, economy, medicine or local conflict; repeat flag alone does not erase lore.
380	Túi Quân Hưởng (cấp 130)	EF-QUAN-HUONG	C	LIVING_LORE	UNASSIGNED	OPEN	REPEAT_LORE_REVIEW	Exclude repeated occurrence, preserve potential labor, economy, medicine or local conflict; repeat flag alone does not erase lore.
381	Thám Thính Quân Doanh	EF-T0381	C	LIVING_LORE	UNASSIGNED	OPEN	REPEAT_LORE_REVIEW	Exclude repeated occurrence, preserve potential labor, economy, medicine or local conflict; repeat flag alone does not erase lore.
382	Giang Sơn Bắc Vọng	EF-T0382	A	WITNESS_RELAY	UNASSIGNED	V	WORLD_EVENT	Preserve substantial source event independently of trio; scene owner and eligible satellite POV not selected.
383	Nhiệm vụ Thiên Vương (cấp 20)	EF-SECT-01	B	LIVING_LORE	UNASSIGNED	OPEN	SECT_FAMILY	Preserve institutions, practices and NPC material; strip level/reward loops; select narrative pieces after branch review.
384	Nhiệm vụ Cái Bang (cấp 20)	EF-SECT-02	B	LIVING_LORE	UNASSIGNED	OPEN	SECT_FAMILY	Preserve institutions, practices and NPC material; strip level/reward loops; select narrative pieces after branch review.
385	Nhiệm vụ Ngũ Độc (cấp 20)	EF-SECT-03	B	LIVING_LORE	UNASSIGNED	OPEN	SECT_FAMILY	Preserve institutions, practices and NPC material; strip level/reward loops; select narrative pieces after branch review.
386	Nhiệm vụ Côn Lôn (cấp 20)	EF-SECT-04	B	LIVING_LORE	UNASSIGNED	OPEN	SECT_FAMILY	Preserve institutions, practices and NPC material; strip level/reward loops; select narrative pieces after branch review.
387	Nhiệm vụ Võ Đang (cấp 20)	EF-SECT-05	B	LIVING_LORE	UNASSIGNED	OPEN	SECT_FAMILY	Preserve institutions, practices and NPC material; strip level/reward loops; select narrative pieces after branch review.
388	Nhiệm vụ Thiếu Lâm (cấp 20)	EF-SECT-06	B	LIVING_LORE	UNASSIGNED	OPEN	SECT_FAMILY	Preserve institutions, practices and NPC material; strip level/reward loops; select narrative pieces after branch review.
389	Nhiệm vụ Thiên Nhẫn (cấp 20)	EF-SECT-07	B	LIVING_LORE	UNASSIGNED	OPEN	SECT_FAMILY	Preserve institutions, practices and NPC material; strip level/reward loops; select narrative pieces after branch review.
390	Nhiệm vụ Nga My (cấp 20)	EF-SECT-08	B	LIVING_LORE	UNASSIGNED	OPEN	SECT_FAMILY	Preserve institutions, practices and NPC material; strip level/reward loops; select narrative pieces after branch review.
391	Nhiệm vụ Đường Môn (cấp 20)	EF-SECT-09	B	LIVING_LORE	UNASSIGNED	OPEN	SECT_FAMILY	Preserve institutions, practices and NPC material; strip level/reward loops; select narrative pieces after branch review.
392	Nhiệm vụ Thúy Yên (cấp 20)	EF-SECT-10	B	LIVING_LORE	UNASSIGNED	OPEN	SECT_FAMILY	Preserve institutions, practices and NPC material; strip level/reward loops; select narrative pieces after branch review.
393	Nhiệm vụ Minh Giáo (cấp 20)	EF-SECT-11	B	LIVING_LORE	UNASSIGNED	OPEN	SECT_FAMILY	Preserve institutions, practices and NPC material; strip level/reward loops; select narrative pieces after branch review.
394	Nhiệm vụ Đoàn Thị (cấp 20)	EF-SECT-12	B	LIVING_LORE	UNASSIGNED	OPEN	SECT_FAMILY	Preserve institutions, practices and NPC material; strip level/reward loops; select narrative pieces after branch review.
395	Tào Bang Nghị Sự	EF-T0395	A	WITNESS_RELAY	UNASSIGNED	V	WORLD_EVENT	Preserve substantial source event independently of trio; scene owner and eligible satellite POV not selected.
396	Hủ Thực Chi Chủng	EF-T0396	A	WITNESS_RELAY	UNASSIGNED	V	WORLD_EVENT	Preserve substantial source event independently of trio; scene owner and eligible satellite POV not selected.
397	Diêm Bang Hành	EF-T0397	A	WITNESS_RELAY	UNASSIGNED	V	WORLD_EVENT	Preserve substantial source event independently of trio; scene owner and eligible satellite POV not selected.
398	Tụ Hiền Đại Hội	EF-T0398	A	WITNESS_RELAY	UNASSIGNED	V	WORLD_EVENT	Preserve substantial source event independently of trio; scene owner and eligible satellite POV not selected.
399	Thảo Nguyên Hùng Ưng	EF-T0399	A	WITNESS_RELAY	UNASSIGNED	V	WORLD_EVENT	Preserve substantial source event independently of trio; scene owner and eligible satellite POV not selected.
400	Mãn Giang Hồng	EF-T0400	A	WITNESS_RELAY	UNASSIGNED	V	WORLD_EVENT	Preserve substantial source event independently of trio; scene owner and eligible satellite POV not selected.
401	Ma Y Dự Ngôn	EF-T0401	A	WITNESS_RELAY	UNASSIGNED	V	WORLD_EVENT	Preserve substantial source event independently of trio; scene owner and eligible satellite POV not selected.
402	Mã Bang Hành	EF-T0402	A	WITNESS_RELAY	UNASSIGNED	V	WORLD_EVENT	Preserve substantial source event independently of trio; scene owner and eligible satellite POV not selected.
403	Khiêu Hà Tử	EF-T0403	A	WITNESS_RELAY	UNASSIGNED	V	WORLD_EVENT	Preserve substantial source event independently of trio; scene owner and eligible satellite POV not selected.
404	Đúc Kiếm	EF-T0404	A	WITNESS_RELAY	UNASSIGNED	V	WORLD_EVENT	Preserve substantial source event independently of trio; scene owner and eligible satellite POV not selected.
405	Nhiệm vụ Thiên Vương (cấp 30)	EF-SECT-01	B	LIVING_LORE	UNASSIGNED	OPEN	SECT_FAMILY	Preserve institutions, practices and NPC material; strip level/reward loops; select narrative pieces after branch review.
406	Nhiệm vụ Cái Bang (cấp 30)	EF-SECT-02	B	LIVING_LORE	UNASSIGNED	OPEN	SECT_FAMILY	Preserve institutions, practices and NPC material; strip level/reward loops; select narrative pieces after branch review.
407	Nhiệm vụ Ngũ Độc (cấp 30)	EF-SECT-03	B	LIVING_LORE	UNASSIGNED	OPEN	SECT_FAMILY	Preserve institutions, practices and NPC material; strip level/reward loops; select narrative pieces after branch review.
408	Nhiệm vụ Côn Lôn (cấp 30)	EF-SECT-04	B	LIVING_LORE	UNASSIGNED	OPEN	SECT_FAMILY	Preserve institutions, practices and NPC material; strip level/reward loops; select narrative pieces after branch review.
