term	task_id	sub_id	source_table	row_id	source_field	context
Hán Thủy	14	102	steps	576	target_params	"… nhân nhờ, ta sẽ nói. Lúc này Tô Phong đang ở Tri Xuân Đài, Từ Trường Phúc lúc này chắc đã đến binh doanh của Hán Thủy Cổ Độ.""<end>,Tìm Bạch Lộ,Tìm Bạch Lộ; Lấy binh phù ở chỗ Tô Phóng và Từ Trường Phúc; 4000"
Hán Thủy	14	102	subtasks	102	describe_cleaned	… • Bạch Lộ cho ta biết lúc này [Tô Phóng tại Lâm An Phủ (1642/3864)] đang ở Tri Xuân Đài, [Từ Trường Phúc tại Hán Thủy Cổ Độ (1740/3348)] vừa trở về Binh Doanh ở Hán Thủy Cổ Độ, muốn ta nhân cơ hội ra tay. • Mang Binh Phù lấy đư…
Hán Thủy	14	104	subtasks	104	describe_cleaned	… chết chưa rõ, [Hàn Thác Trụ tại Lâm An Phủ (1413/3960)] đã chuẩn bị xe ngựa đưa ta đến Bắc Doanh của Hổ Sư ở Hán Thủy Cổ Độ để điều tra. • Ta đã đến Bắc Doanh, ở đây có 1 số [Kết Doanh Binh tại Hán Thủy Cổ Độ (1841/3245)], có l…
Hán Thủy	14	105	subtasks	105	describe_cleaned	…i ứng cứu. • Theo suy đoán của Hồng Nương Tử và Tâm Như Đại Sư, Gia Vương có lẽ vẫn đang ở trong [Mật Đạo tại Hán Thủy Cổ Độ (1666/3797)], lập tức đến cứu viện. • Ở bên ngoài Mật Đạo ta nghe được tiếng đánh nhau phát ra từ bên t…
Hán Thủy	15	106	subtasks	106	describe_cleaned	…sẽ tạm lánh ở phủ của Hàn Thác Trụ. • Hàn Thác Trụ đã chuẩn bị chu đáo tất cả, chỉ đợi ta đến miếu Sơn Thần ở Hán Thủy Cổ Độ đón [Gia Vương tại Hán Thủy Cổ Độ (1883/3827)] hồi kinh. • Gia Vương cho ta biết ngài đã âm thầm hồi ki…
Hán Thủy	103	252	dialogues	386	cleaned_text	"…bị tổn thất nghiêm trọng. Ta vốn định áp giải người này về bang xử lý, ai ngờ để hắn trốn mất, nghe nói đã đi Hán Thủy Cổ Độ. [Nam: Thiếu hiệp / Nữ: Cô nương] nếu có gặp, xin hãy giúp bang chúng ta trừ hại."""
Hán Thủy	103	252	subtasks	252	describe_cleaned	…t. Tất Thư Dương dặn dò bạn nếu tìm thấy Mạc Chư Niên, nhất định phải giải y về. • Nghe nói [Mạc Chư Niên tại Hán Thủy Cổ Độ (1645/3435)] đã trốn về hướng Hán Thủy Cổ Độ, có lẽ nếu ra đấy sẽ tìm thấy tung tích của y. • Mạc Chư N…
Hán Thủy	109	258	dialogues	395	cleaned_text	…a Lý hậu đã khiến bà ta căm ghét. Bọn tay chân để xổng Gia Vương nên đổ lỗi cho nghĩa sĩ giang hồ, rằng lúc ở Hán Thủy Cổ Độ nếu không phải Cố Trọng Nhan của Tào Bang cứu giúp thì Gia Vương đã bị bắt. Lý hậu giận dữ quyết tâm tr…
Hán Thủy	109	258	subtasks	258	describe_cleaned	… Tào Bang nhiều lần giúp đỡ Gia Vương thoát khỏi móng vuốt của Lý Hậu, khiến y vô cùng căm hận, nhất là khi ở Hán Thủy đã gần bắt được Gia Vương lại bị Cố Trọng Nhan phá đám để cho Gia Vương trốn thoát lần nữa. Lý Hậu quyết định…
Hán Thủy	157	313	steps	1411	target_params	"…uan trọng... Dù gì cũng không ai biết, mình lén đọc xem sao.""<end> Đức Khoái huynh: Tháng trước gặp bọn Kim ở Hán Thủy Cổ Độ đấu 3 ngày 3 đêm, xác chết đầy đồng. Vợ chồng chủ nhân không rõ tăm tích. Tháng trước Thu Lâm tỷ đã hộ …"
Hán Thủy	157	313	steps	1412	target_params	…i vẫn luôn theo sát. Không ngờ, khi tìm ra đầu mối quan trọng, cha ngươi đã bị cao thủ Kim quốc thích sát tại Hán Thủy Cổ Độ... Lúc đó mẹ ngươi vừa ở cữ xong, có thể chạy trốn được. Nhưng sau khi giao ngươi cho ta, bà đã theo ch…
Hán Thủy	157	322	dialogues	468	cleaned_text	"…[Nghĩa Quân Tiền Bối]]: ""Nhắc tới việc này ta mới nhớ ra! Có một nhóm người Kim quốc luôn theo dõi ta từ trận Hán Thủy năm đó, chúng không sử dụng Hỏa Kình của Thiên Nhẫn Giáo mà là Âm Kình cực hàn. Kẻ nào trúng phải thì hàn độc…"
Hán Thủy	157	322	steps	1437	target_params	"… một quyển sách trong đó có một bài thơ dự báo cuối cùng mà phụ thân thiếu chủ để lại trước khi bước vào trận Hán Thủy năm xưa, lão chủ nhân nói trong đó có viết vận mệnh cả đời của thiếu chủ.""<end> <Playername>: ""Túi đó hiện gi…"
Hán Thủy	164	327	subtasks	327	describe_cleaned	…n này, ta vô cùng tức giận! • Ta quyết định giúp vợ chồng Tường tẩu, nhưng trước tiên phải xem [Toàn thúc tại Hán Thủy Cổ Độ (1590/3415)] có an toàn không đã. • Tìm được Toàn thúc, ông ta nhờ ta giáo huấn [Lục Tâm Nõ tại Hán Thủ…
Hán Thủy	382	573	subtasks	573	describe_cleaned	…huẩn bị. • Lễ Quan bảo ta đi tìm một ít nguyên liệu về để tạc tượng Nhạc Phi, gồm các loại như [Thạch cao tại Hán Thủy Cổ Độ (1595/3753)] [Đất sét tại Hán Thủy Cổ Độ (1895/3533)] đặc biệt, xem ra triều đình chuẩn bị rất chu đáo …
Hán Thủy	382	574	subtasks	574	describe_cleaned	…i thứ dường như không có gì bất thường. • Khi ta chuẩn bị rời khỏi, thì phát hiện ra tên [Trương Đức Tùng tại Hán Thủy Cổ Độ (1667/3818)], trên người hắn chắc chắn có tình báo quân sự quan trọng. • Quả nhiên ta phát hiện trên ng…
Lệ Thu Thủy	12	85	dialogues	100	cleaned_text	"[Đan Bích Tú]: ""Chưởng môn tiền nhiệm Lệ Thu Thủy quay về Thúy Yên Môn, chắc có việc cực kỳ quan trọng, ngươi thử đến Bách Hoa Trận xem sao."""
Lệ Thu Thủy	12	85	steps	473	target_params	"…ão phu sẽ tự biết nơi cất giấu bảo vật.""<end>,{La bàn Xuân Hoa Viên,20,1,199,1,0,1},Đến Xuân Mai Nhã Trúc gặp Lệ Thu Thủy,Đến Xuân Mai Nhã Trúc gặp Lệ Thu Thủy,Xin chào!,Ngươi thật đáng khen; 6000; Đầu tiên phải đo đạc Xuân Hoa Viê…"
Lệ Thu Thủy	12	85	steps	477	target_params	{20,1,211,1,0,-1,},305,72,2157,3919,10; 8000; Trở về Xuân Mai Nhã Trúc gặp Lệ Thu Thủy
Lệ Thu Thủy	12	85	steps	478	target_params	"…end> <playername>: ""Việc xong cả rồi, đây là bản vẽ chi tiết. Hãy xem qua.""<end>,Trở về Xuân Mai Nhã Trúc gặp Lệ Thu Thủy,Trở về Xuân Mai Nhã Trúc gặp Lệ Thu Thủy,Xin chào!,Ngươi thật đáng khen; 0000000000000056"
Lệ Thu Thủy	12	85	subtasks	85	describe_cleaned	Lệ Thu Thủy có thâm tình với một nam tử nhưng vì nhiều lý do nên không dám bày tỏ, về sau do một cơn mưa lớn mà hai người…
Lệ Thu Thủy	12	86	dialogues	101	cleaned_text	"… vị trí phải nằm ở trung tâm bốn hoa viên này, xin hỏi cô nương, trung tâm của bốn hoa viên là nơi nào vậy?"" [Lệ Thu Thủy]: ""Đó là Bách Hoa Trận, nơi bí mật liên quan đến sự tồn vong của bổn môn, tiên sinh hỏi vậy, lẽ nào Du Long G…"
Lệ Thu Thủy	12	86	steps	484	target_params	"…ng pháo hoa đến Yên Hỏa Đài, đệ tử bổn môn sẽ nhìn thấy.""<end>,{Pháo hoa,20,1,145,1,0,1},Đưa Du Long Giác cho Lệ Thu Thủy,Đưa Du Long Giác cho Lệ Thu Thủy,Xin chào!,Ngươi thật đáng khen; 0000000000000057; {200,},-1"
Lệ Thu Thủy	12	86	subtasks	86	describe_cleaned	…n Tướng, ông cho biết, Du Long Giác ở một nơi nào đó trong Bách Hoa Trận. • Nơi cửa Trận Pháp có một bầy sói, Lệ Thu Thủy muốn ta hãy diệt bầy sói ở [cửa Bách Hoa Trận tại Trong Bách Hoa Trận (2041/3594)] gần Xuân Hoa Viên trước. •…
Lệ Thu Thủy	12	87	dialogues	102	cleaned_text	"[Lệ Thu Thủy]: ""Yên Hỏa Đài gần nhất là ở trước cửa, ngươi hãy mau sử dụng pháo hoa."""
Lệ Thu Thủy	12	87	steps	492	target_params	"…ấy Chu Tước Tổng Khu có vấn đề không ổn, thì ra đã xảy ra chuyện.""<end>,Nhanh chóng vào Xuân Mai Nhã Trúc tìm Lệ Thu Thủy tìm hiểu sự tình,Nhanh chóng vào Xuân Mai Nhã Trúc tìm Lệ Thu Thủy tìm hiểu sự tình,Xin chào!,Ngươi thật đáng…"
Lệ Thu Thủy	12	87	subtasks	87	describe_cleaned	Ta đưa Du Long Giác vất vả lấy được cho Lệ Thu Thủy, còn chuyện nhân vật giang hồ đến đoạt Du Long Giác, ngay cả Lệ Thu Thủy cũng không ngờ họ lại đến nhanh như …
Lệ Thu Thủy	12	88	dialogues	103	cleaned_text	"[Lệ Thu Thủy]: ""Lúc này không tiện nói rõ, ngươi hãy mau đuổi theo hỗ trợ!"""
Lệ Thu Thủy	12	88	subtasks	88	describe_cleaned	… lúc kiểm tra trận pháp tổng khu thì nghe thấy tiếng báo động từ phía Xuân Mai Nhã Trúc, ta liền chạy đến chỗ Lệ Thu Thủy thì biết tin có một nhóm người lai lịch bất minh đã phá hủy Trận pháp Tổng khu Chu Tước, đột nhập vào tầng kế…
Lệ Thu Thủy	12	89	dialogues	104	cleaned_text	"… Hoài. [Nam: Thiếu hiệp / Nữ: Nữ hiệp] phải tìm bằng được hai vị đó, nhờ họ đến hỗ trợ. Xong việc hãy đến gặp Lệ Thu Thủy phát tín hiệu, để chuẩn bị mở Huyền Nguyệt Đại Trận bất cứ lúc nào."" [Đại Hiệp]: ""Huyền Nguyệt Đại Trận?"" [Ch…"
Lệ Thu Thủy	12	89	steps	500	target_params	"…hế nào.""<end>,Tìm được Hạ Thịnh,Tìm được Hạ Thịnh,Xin chào!,Ngươi thật đáng khen; 12000; Nói rõ tình hình cho Lệ Thu Thủy ở Xuân Mai Nhã Trúc biết"
Lệ Thu Thủy	12	89	steps	501	target_params	"… thể vào trong Huyền Nguyệt Đại Trận.""<end>,{Chìa khóa cơ quan phía Đông,20,1,217,1,0,1},Nói rõ tình hình cho Lệ Thu Thủy ở Xuân Mai Nhã Trúc biết,Nói rõ tình hình cho Lệ Thu Thủy ở Xuân Mai Nhã Trúc biết,Xin chào!,Ngươi thật đáng …"
Lệ Thu Thủy	12	89	subtasks	89	describe_cleaned	…o lời của Chung Linh Tú, giờ phải mau chóng quay về [Xuân Mai Nhã Trúc tại Xuân Mai Nhã Trúc (1541/3111)] nhờ Lệ Thu Thủy mở Huyền Nguyệt Đại Trận. • Sau khi tìm được Lệ Thu Thủy, ta truyền lại mệnh lệnh của Chung Linh Tú bảo nàng …
Lệ Thu Thủy	12	91	dialogues	106	cleaned_text	"… là ra thôi!"" [Đường Nhất Trần]: ""Nha đầu thật vô lễ! Các trưởng bối đang nói chuyện, ai cho ngươi xen vào?"" [Lệ Thu Thủy]: ""Nha đầu này chắc là thiên kim của sư muội, thật xinh đẹp, lại thông minh! Việc này giờ phải phiền đến [Nam…"
Lệ Thu Thủy	12	91	steps	513	target_params	… Y Nhân, hãy dẫn đến Xuân Mai Nhã Trúc cho chưởng môn xử lý!,Xin chào!,Ngươi thật đáng khen; {203,},-1; 6000; Lệ Thu Thủy nhờ ta đưa tam muội đến Đại Lý chữa trị
Lệ Thu Thủy	12	91	subtasks	91	describe_cleaned	…ống thuốc độc tự tử cả rồi, lúc này một đệ tử Thúy Yên Môn tên Tam Muội bị thương rất nặng cần chữa trị ngay, Lệ Thu Thủy nhờ ta đưa [Tam Muội tại Trong Bách Hoa Trận (2120/3339)] đến Đại Lý Thành tìm đại phu. • Ta đưa Tam Muội đến…
Lệ Thu Thủy	12	92	dialogues	107	cleaned_text	"…cảnh của Thúy Yên Môn, sẽ bán tín bán nghi. Chúng ta sẽ nhân cơ hội này điều tra xem ai đã đột kích bổn môn"" [Lệ Thu Thủy]: ""Đúng là diệu kế! Nhưng lừa đồng đạo, e rằng..."" [Chung Linh Tú]: ""Sư tỷ, chuyện đến nước này rồi, phải tòn…"
Lệ Thu Thủy	92	241	subtasks	241	describe_cleaned	10 năm trước, Thất Đại Môn Chủ Lệ Thu Thủy quy ẩn, Bát Đại Môn Chủ Chung Linh Tú kế vị chưa được 1 tháng, hôm đó đúng vào đêm trung thu. Trong môn đang …
Lệ Thu Thủy	94	243	subtasks	243	describe_cleaned	…o Giảo còn bé, đã bị ai đó đặt trên một chiếc thuyền nhỏ bên bờ sông Tương, nếu không nhờ Thất Đại Chưởng Môn Lệ Thu Thủy đi qua cứu, không biết có còn sống nỗi đến ngày nay. Lớn lên, Vinh Giảo Giảo luôn nghĩ đến chuyện tìm hiểu xe…
Lịch Thu Thủy	92	241	dialogues	364	cleaned_text	"…n lòng."" [Đại Hiệp]: ""Phải xem có giúp gì được không chứ?"" [Đan Bích Tú]: ""10 năm trước, môn chủ đời thứ 7 là Lịch Thu Thủy quy ẩn, môn chủ đời thứ 8 Chung Linh Tú kế vị chưa được một tháng, hôm đó đúng vào đêm trung thu. Theo lệ thư…"
Lịch Thu Thủy	94	243	dialogues	369	cleaned_text	…còn nhỏ, không biết đã bị ai đó đặt trên chiếc thuyền nhỏ cạnh sông Tương. Nếu không nhờ chưởng môn đời thứ 7 Lịch Thu Thủy đi qua cứu, thì không biết có còn sống đến ngày nay không? Khi lớn lên, không ngày nào tiểu nữ không nghĩ đến…
